300,300
150,150,0,20
201,291,1,20
272,277,2,20
279,194,3,20
139,72,4,20
293,235,5,20
160,275,6,20
204,156,7,20
220,288,8,20
157,282,9,20
256,281,10,20
261,186,11,20
12,286,12,20
56,138,13,20
212,284,14,20
233,62,15,20
167,39,16,20
136,73,17,20
5,197,18,20
144,45,19,20
296,219,20,20
33,158,21,20
75,95,22,20
258,247,23,20
290,54,24,20
127,159,25,20
131,257,26,20
75,178,27,20
40,177,28,20
178,192,29,20
158,214,30,20
277,295,31,20
10,229,32,20
252,16,33,20
148,65,34,20
67,11,35,20
19,176,36,20
25,91,37,20
168,14,38,20
76,85,39,20
266,284,40,20
24,138,41,20
3,128,42,20
92,18,43,20
34,69,44,20
31,166,45,20
291,60,46,20
127,194,47,20
166,120,48,20
135,40,49,20
107,29,50,20
86,233,51,20
206,17,52,20
261,245,53,20
164,210,54,20
233,113,55,20
133,134,56,20
184,185,57,20
249,227,58,20
191,257,59,20
277,136,60,20
230,287,61,20
223,193,62,20
6,166,63,20
47,142,64,20
2,178,65,20
122,73,66,20
268,294,67,20
124,78,68,20
112,183,69,20
207,150,70,20
