400,400
200,200,0,20
203,300,1,20
41,67,2,20
205,171,3,20
159,390,4,20
149,25,5,20
31,16,6,20
296,196,7,20
250,47,8,20
85,42,9,20
289,366,10,20
4,280,11,20
339,267,12,20
365,214,13,20
88,156,14,20
388,290,15,20
374,43,16,20
123,255,17,20
276,201,18,20
320,241,19,20
279,287,20,20
357,45,21,20
207,238,22,20
241,196,23,20
46,155,24,20
383,237,25,20
186,320,26,20
279,224,27,20
188,389,28,20
209,321,29,20
49,92,30,20
323,23,31,20
44,195,32,20
316,193,33,20
172,307,34,20
227,188,35,20
231,308,36,20
244,117,37,20
6,389,38,20
21,316,39,20
8,348,40,20
367,78,41,20
205,205,42,20
161,23,43,20
197,332,44,20
58,309,45,20
355,357,46,20
30,356,47,20
360,376,48,20
274,366,49,20
119,136,50,20
19,33,51,20
283,356,52,20
51,117,53,20
170,292,54,20
88,86,55,20
205,74,56,20
266,18,57,20
367,37,58,20
3,351,59,20
161,20,60,20
92,97,61,20
70,167,62,20
340,37,63,20
239,325,64,20
48,375,65,20
132,258,66,20
145,123,67,20
40,392,68,20
5,340,69,20
202,88,70,20
29,109,71,20
381,25,72,20
176,250,73,20
298,14,74,20
89,200,75,20
157,373,76,20
236,135,77,20
249,376,78,20
160,177,79,20
35,46,80,20
51,365,81,20
53,253,82,20
57,351,83,20
227,268,84,20
141,54,85,20
145,164,86,20
372,178,87,20
358,316,88,20
137,71,89,20
347,221,90,20
333,296,91,20
184,101,92,20
241,322,93,20
331,176,94,20
54,115,95,20
2,145,96,20
240,112,97,20
50,210,98,20
248,391,99,20
211,29,100,20
18,64,101,20
300,266,102,20
389,150,103,20
214,23,104,20
283,185,105,20
171,154,106,20
292,83,107,20
47,47,108,20
318,326,109,20
168,90,110,20
392,232,111,20
160,62,112,20
6,298,113,20
324,10,114,20
193,343,115,20
131,228,116,20
100,225,117,20
112,315,118,20
143,39,119,20
313,245,120,20
44,384,121,20
27,369,122,20
105,26,123,20
201,271,124,20
26,154,125,20
245,380,126,20
310,65,127,20
336,170,128,20
182,375,129,20
237,16,130,20
46,301,131,20
399,66,132,20
300,55,133,20
382,28,134,20
78,392,135,20
49,278,136,20
194,351,137,20
9,22,138,20
325,248,139,20
251,281,140,20
156,214,141,20
220,55,142,20
294,62,143,20
323,160,144,20
186,179,145,20
65,31,146,20
244,386,147,20
313,175,148,20
333,288,149,20
207,112,150,20
