400,400
200,200,0,20
9,2,1,20
75,344,2,20
309,378,3,20
160,59,4,20
116,199,5,20
168,384,6,20
72,236,7,20
396,373,8,20
208,273,9,20
383,367,10,20
277,199,11,20
297,26,12,20
26,197,13,20
289,165,14,20
155,291,15,20
48,340,16,20
20,221,17,20
138,189,18,20
371,265,19,20
14,85,20,20
267,147,21,20
172,356,22,20
3,342,23,20
53,80,24,20
139,284,25,20
312,10,26,20
183,257,27,20
180,84,28,20
399,94,29,20
305,382,30,20
214,286,31,20
359,1,32,20
186,88,33,20
314,95,34,20
35,311,35,20
392,166,36,20
231,6,37,20
228,164,38,20
117,152,39,20
320,185,40,20
39,244,41,20
259,256,42,20
131,308,43,20
198,139,44,20
105,249,45,20
266,218,46,20
179,155,47,20
236,360,48,20
313,319,49,20
251,77,50,20
114,252,51,20
262,50,52,20
312,88,53,20
363,88,54,20
150,243,55,20
55,279,56,20
230,86,57,20
212,14,58,20
118,341,59,20
202,29,60,20
261,38,61,20
272,7,62,20
183,222,63,20
63,26,64,20
374,380,65,20
366,125,66,20
172,306,67,20
166,260,68,20
43,95,69,20
194,323,70,20
247,292,71,20
307,249,72,20
115,230,73,20
179,52,74,20
195,117,75,20
230,290,76,20
344,293,77,20
218,328,78,20
352,321,79,20
74,342,80,20
116,47,81,20
121,333,82,20
190,204,83,20
244,164,84,20
262,250,85,20
205,232,86,20
331,79,87,20
191,163,88,20
167,311,89,20
383,288,90,20
308,120,91,20
262,322,92,20
224,120,93,20
359,94,94,20
161,10,95,20
337,347,96,20
233,53,97,20
396,157,98,20
152,121,99,20
181,373,100,20
40,230,101,20
398,265,102,20
135,206,103,20
211,253,104,20
321,340,105,20
132,129,106,20
72,31,107,20
264,362,108,20
127,1,109,20
327,9,110,20
162,220,111,20
5,392,112,20
165,119,113,20
166,100,114,20
304,233,115,20
340,25,116,20
15,236,117,20
231,226,118,20
52,40,119,20
222,55,120,20
206,260,121,20
106,395,122,20
175,302,123,20
111,8,124,20
335,241,125,20
52,58,126,20
252,318,127,20
353,172,128,20
370,260,129,20
260,157,130,20
62,266,131,20
260,239,132,20
104,6,133,20
59,18,134,20
174,147,135,20
366,204,136,20
185,144,137,20
267,271,138,20
34,50,139,20
347,113,140,20
316,350,141,20
128,387,142,20
281,65,143,20
284,334,144,20
279,242,145,20
45,390,146,20
107,21,147,20
377,322,148,20
267,12,149,20
306,101,150,20
400,84,151,20
146,237,152,20
380,318,153,20
273,81,154,20
397,215,155,20
168,276,156,20
316,218,157,20
23,304,158,20
216,159,159,20
378,75,160,20
140,88,161,20
379,351,162,20
104,366,163,20
90,181,164,20
317,338,165,20
118,331,166,20
291,284,167,20
324,373,168,20
355,273,169,20
396,66,170,20
193,258,171,20
283,43,172,20
16,1,173,20
82,305,174,20
245,164,175,20
326,388,176,20
367,272,177,20
300,371,178,20
374,5,179,20
38,69,180,20
297,34,181,20
303,348,182,20
159,110,183,20
114,175,184,20
278,80,185,20
23,135,186,20
5,265,187,20
87,246,188,20
307,164,189,20
353,321,190,20
326,90,191,20
104,246,192,20
117,72,193,20
61,56,194,20
392,359,195,20
176,166,196,20
277,339,197,20
350,378,198,20
248,245,199,20
264,133,200,20
