300,300
150,150,0,20
98,290,1,20
95,230,2,20
247,186,3,20
219,286,4,20
162,77,5,20
107,107,6,20
285,38,7,20
10,288,8,20
112,31,9,20
6,121,10,20
73,193,11,20
160,222,12,20
130,253,13,20
57,183,14,20
111,99,15,20
192,4,16,20
160,76,17,20
186,109,18,20
116,274,19,20
45,190,20,20
143,260,21,20
242,128,22,20
158,94,23,20
210,167,24,20
297,209,25,20
123,265,26,20
192,166,27,20
112,297,28,20
65,160,29,20
199,127,30,20
174,40,31,20
13,159,32,20
7,94,33,20
231,195,34,20
155,74,35,20
282,145,36,20
39,237,37,20
27,45,38,20
210,13,39,20
77,31,40,20
174,113,41,20
172,83,42,20
62,71,43,20
274,141,44,20
171,295,45,20
190,144,46,20
213,111,47,20
72,64,48,20
131,34,49,20
273,2,50,20
28,206,51,20
229,230,52,20
118,130,53,20
91,293,54,20
260,21,55,20
217,52,56,20
263,40,57,20
205,68,58,20
205,213,59,20
175,208,60,20
84,195,61,20
229,77,62,20
232,63,63,20
300,132,64,20
182,199,65,20
60,282,66,20
229,3,67,20
241,61,68,20
38,169,69,20
187,263,70,20
50,256,71,20
162,17,72,20
110,65,73,20
118,115,74,20
203,290,75,20
76,189,76,20
134,176,77,20
15,113,78,20
98,117,79,20
244,72,80,20
129,10,81,20
286,47,82,20
79,251,83,20
267,286,84,20
286,194,85,20
197,96,86,20
218,135,87,20
222,158,88,20
289,159,89,20
16,26,90,20
173,31,91,20
62,124,92,20
291,25,93,20
141,208,94,20
234,230,95,20
126,29,96,20
229,192,97,20
152,218,98,20
265,88,99,20
296,280,100,20
36,277,101,20
21,234,102,20
235,3,103,20
106,112,104,20
174,286,105,20
99,253,106,20
92,207,107,20
223,164,108,20
250,267,109,20
73,280,110,20
256,168,111,20
136,185,112,20
114,5,113,20
29,129,114,20
256,88,115,20
153,36,116,20
158,180,117,20
287,61,118,20
47,224,119,20
105,27,120,20
237,210,121,20
153,180,122,20
117,80,123,20
267,93,124,20
183,194,125,20
170,126,126,20
195,175,127,20
95,95,128,20
28,248,129,20
237,282,130,20
5,207,131,20
39,91,132,20
27,168,133,20
176,62,134,20
64,257,135,20
180,294,136,20
285,228,137,20
106,282,138,20
93,209,139,20
254,10,140,20
33,50,141,20
276,144,142,20
275,92,143,20
256,68,144,20
152,125,145,20
251,257,146,20
43,267,147,20
207,96,148,20
143,101,149,20
155,107,150,20
